transaction_amount,transaction_datetime,is_scam_prob,scam_possibility,recipient_name,sender_name,message
723.0,2023-01-05 17:21:20,0.4974648939798906,Low,Tammy Martin,Veronica Burns,Thank you for your recent transaction. Your account balance is updated.
273.83,2023-01-03 15:33:11,0.26368380263461644,Low,Sarah Ramsey,Brandon Alvarado,Thank you for your recent transaction. Your account balance is updated.
2496.66,2023-01-02 08:25:20,0.6330980633574476,Moderate,Stephen Griffin,Jeremy Harris,Election Republican cover happen maintain. Urgent action required!
523.73,2023-01-07 09:59:53,0.38313852824949746,Low,Sabrina Thomas,Thomas Griffin,Thank you for your recent transaction. Your account balance is updated.
459.85,2023-01-04 10:25:28,0.7380336164263704,Moderate,Randy Tran,Carolyn Bowen,Mean knowledge board gas. Urgent action required!
295.81,2023-01-04 08:58:38,0.38929561404197655,Low,Jennifer Wilkerson,Jennifer Yu,Thank you for your recent transaction. Your account balance is updated.
4749.07,2023-01-05 15:32:57,0.6104046670079576,Moderate,Teresa Sullivan,Jessica Rodgers,Region system within customer what life pick. Urgent action required!
269.64,2023-01-03 11:42:16,0.031183135061284672,Low,Crystal Booth,Dustin Bowen,Thank you for your recent transaction. Your account balance is updated.
600.87,2023-01-07 16:25:01,0.49636624720123634,Low,Shannon Meyer,Linda Alexander,Thank you for your recent transaction. Your account balance is updated.
84.39,2023-01-06 08:24:42,0.1065982531337718,Low,Isabel Cantu,Julie Esparza,Thank you for your recent transaction. Your account balance is updated.
2325.42,2023-01-03 10:49:36,0.5982860582681546,Moderate,Shannon Hill,Sandra Mcdonald,Yet left organization protect pay. Urgent action required!
968.02,2023-01-02 10:36:43,0.0023393906257782593,Low,Adrienne Cruz,Todd Soto,Thank you for your recent transaction. Your account balance is updated.
4812.39,2023-01-01 17:56:54,0.8074302518167612,Lowest,Jose Butler,Jason Vasquez,Foreign green remember half well. Urgent action required!
479.19,2023-01-03 15:30:20,0.5213006674135694,Moderate,Richard Lee,Patricia Lopez,Seek at husband goal Democrat responsibility and. Urgent action required!
3634.31,2023-01-07 13:07:24,0.7590358455388498,Moderate,Maria Ward,Marc Tucker,Product its agent the. Urgent action required!
3250.99,2023-01-03 17:40:44,0.9033638126360249,Highest,Janet Aguilar,Paula Koch,Cell entire drive inside. Urgent action required!
268.62,2023-01-01 14:25:20,0.6699174645500392,Moderate,Heather Mullen,Matthew Frazier,Forward star customer whether work. Urgent action required!
319.73,2023-01-05 14:08:50,0.4732101180813334,Low,Troy Warren,Patrick Moore,Thank you for your recent transaction. Your account balance is updated.
4856.74,2023-01-05 09:30:29,0.9243961953765304,Highest,Frank Allen,Jennifer Tate,She cell move perform source couple young. Urgent action required!
460.59,2023-01-03 17:38:16,0.054882614646474925,Low,John Vang,Ashley Scott,Thank you for your recent transaction. Your account balance is updated.
1855.25,2023-01-04 09:02:36,0.6501673504432282,Moderate,Amy Wilson,Amy Williams,Phone wide maybe service social important. Urgent action required!
2233.11,2023-01-06 19:38:14,0.5302651326349002,Moderate,Joanna Alvarado,Elizabeth Martinez,Here save truth capital room us staff. Urgent action required!
2715.09,2023-01-01 09:32:15,0.8039769794008976,Lowest,Robert Miller,Melinda Zimmerman,Resource mission describe better. Urgent action required!
877.9,2023-01-07 14:34:41,0.42681705665486436,Low,Justin Fry,Jacqueline Gallagher,Thank you for your recent transaction. Your account balance is updated.
51.18,2023-01-05 09:31:31,0.9903413133417771,Highest,Kyle Parsons,Scott Jones,Ten manager customer top sort while. Urgent action required!
4989.77,2023-01-04 08:28:52,0.7987832357736654,Moderate,Edwin Figueroa,Sandra Wallace,Computer store hard. Urgent action required!
584.95,2023-01-04 16:09:29,0.47978132685650476,Low,Jane Ayala,Hannah Lara,Thank you for your recent transaction. Your account balance is updated.
427.14,2023-01-05 08:29:48,0.41776678216733376,Low,Jessica Jones,Scott Davis,Thank you for your recent transaction. Your account balance is updated.
361.08,2023-01-02 11:17:36,0.11047411313139466,Low,Steven Mason,Beth Manning,Thank you for your recent transaction. Your account balance is updated.
27.7,2023-01-01 08:56:23,0.04209318963636188,Low,Jose Chavez,Michael Miranda,Thank you for your recent transaction. Your account balance is updated.
956.85,2023-01-06 12:42:59,0.12443755729685635,Low,Corey Villanueva,Lisa Montgomery,Thank you for your recent transaction. Your account balance is updated.
880.33,2023-01-03 09:24:06,0.41758077578492836,Low,Michelle Hurley,Susan Stout,Thank you for your recent transaction. Your account balance is updated.
1196.77,2023-01-04 13:52:50,0.9911686261369765,Highest,Tony Wilson,Rebecca Sloan,Serve five effect any candidate wait. Urgent action required!
1191.82,2023-01-02 16:25:40,0.5126885110165086,Moderate,Cynthia Holland,Vanessa Carney,Yeah medical child news ground. Urgent action required!
781.79,2023-01-05 12:53:46,0.18643826214425452,Low,Samuel Warren,Jon Miller,Thank you for your recent transaction. Your account balance is updated.
523.08,2023-01-04 17:48:58,0.21632402303655351,Low,Chelsea Parks,Tina Gates,Thank you for your recent transaction. Your account balance is updated.
760.66,2023-01-01 15:02:31,0.39624201890265875,Low,Brian Alexander,William Marshall,Thank you for your recent transaction. Your account balance is updated.
626.71,2023-01-06 16:08:03,0.4633807482156199,Low,Sean Hill,Nicole Roman,Thank you for your recent transaction. Your account balance is updated.
502.86,2023-01-01 15:02:58,0.5800862078378112,Moderate,John Stevens,Nicholas Love,Service others glass entire. Urgent action required!
889.86,2023-01-01 09:11:41,0.12951492128280417,Low,Randy Miller,Patricia Smith,Thank you for your recent transaction. Your account balance is updated.
3293.45,2023-01-05 09:23:59,0.8095160747248781,Lowest,Julie Little,Debra Weber,Last loss rule mean effort. Urgent action required!
267.16,2023-01-05 17:17:05,0.372688517012314,Low,Madison Sutton,Travis Ross,Thank you for your recent transaction. Your account balance is updated.
591.87,2023-01-04 12:12:16,0.9621219725920498,Highest,Jeff Miranda,Susan Williamson,Pay financial shake customer. Urgent action required!
884.08,2023-01-05 10:57:02,0.06151702623923505,Low,Brandon Sawyer,April Bullock,Thank you for your recent transaction. Your account balance is updated.
681.24,2023-01-03 08:05:23,0.34780920790219305,Low,Nicole Stone,Jorge Werner,Thank you for your recent transaction. Your account balance is updated.
3309.34,2023-01-01 16:12:42,0.7974260216069281,Moderate,Anthony Montgomery,Jeffrey Michael,Long according though turn if behavior nature crime. Urgent action required!
930.79,2023-01-04 13:59:06,0.2386900313010175,Low,Margaret Camacho,Michele Walton,Thank you for your recent transaction. Your account balance is updated.
4808.51,2023-01-01 10:30:22,0.8816371327703502,Lowest,Katherine Bryant,Leslie Salazar,Agreement say practice. Urgent action required!
821.75,2023-01-06 14:30:17,0.005145170754714767,Low,Debra Fernandez,Whitney Andrews,Thank you for your recent transaction. Your account balance is updated.
4169.06,2023-01-06 19:38:01,0.8179670241190622,Lowest,David Riley,Christopher Jackson,Themselves leave kind executive. Urgent action required!
620.76,2023-01-01 16:16:39,0.2870381331749128,Low,Barbara Guerra,Adam Ramirez,Thank you for your recent transaction. Your account balance is updated.
637.67,2023-01-05 10:47:05,0.2598035810641598,Low,Cody Schwartz,John Harrison,Thank you for your recent transaction. Your account balance is updated.
28.24,2023-01-01 09:27:59,0.2833429482655816,Low,Debbie Roberts,Luke Garner,Thank you for your recent transaction. Your account balance is updated.
756.16,2023-01-07 11:19:31,0.1794973234238334,Low,Barry Newton,Lori Hays,Thank you for your recent transaction. Your account balance is updated.
4739.12,2023-01-07 08:11:21,0.7708541085409898,Moderate,Jason Morales,Wyatt Weaver,Republican drug sense leave concern dinner skin. Urgent action required!
2394.19,2023-01-07 17:55:58,0.7085720046026294,Moderate,Anne Buchanan,Kimberly Robinson,Morning discover himself sit site president. Urgent action required!
4951.23,2023-01-05 11:58:34,0.8524146591986477,Lowest,Kimberly Fernandez,Calvin Lowe,Tv reality try section section. Urgent action required!
1948.88,2023-01-05 08:05:46,0.5943958592285453,Moderate,Todd Long,Rebekah Brown,Vote partner when with official. Urgent action required!
772.7,2023-01-07 14:25:33,0.48864319040466575,Low,Karla Price,Melissa Torres,Thank you for your recent transaction. Your account balance is updated.
997.15,2023-01-01 10:12:40,0.2736266662816659,Low,Robert Morales,Robert Mcclure,Thank you for your recent transaction. Your account balance is updated.
796.86,2023-01-05 11:31:01,0.16362382119166918,Low,Jeffery Trujillo,Alexander Sanchez,Thank you for your recent transaction. Your account balance is updated.
1188.77,2023-01-06 18:02:16,0.7728227800168045,Moderate,Gary Harris,Sharon Moore,Relate hotel themselves response everyone. Urgent action required!
204.95,2023-01-05 12:46:15,0.9632366534401319,Highest,Christine Davis,Melissa Collins,Edge development affect represent south. Urgent action required!
4824.38,2023-01-03 16:04:02,0.8573600920924986,Lowest,Aaron Reed,Cody Macdonald,Defense student health charge. Urgent action required!
327.54,2023-01-07 09:34:48,0.31195199049513045,Low,Mitchell Davidson,Wendy Carter,Thank you for your recent transaction. Your account balance is updated.
1874.21,2023-01-04 15:59:45,0.651666825375885,Moderate,Robert Brown,William Steele,Example common far into. Urgent action required!
100.25,2023-01-03 09:51:06,0.2037012492762742,Low,Jonathan Guerrero,Linda Santana,Thank you for your recent transaction. Your account balance is updated.
699.66,2023-01-06 15:59:57,0.6262203216314154,Moderate,Kyle Gomez,Kristie Wells,Site step challenge ready course end. Urgent action required!
3992.86,2023-01-01 14:16:43,0.616650314520738,Moderate,Theresa Thompson,Sherry Long,Necessary hold next war than. Urgent action required!
562.83,2023-01-01 13:53:52,0.24753995560337516,Low,Cassidy Liu,James Dodson,Thank you for your recent transaction. Your account balance is updated.
799.58,2023-01-03 08:07:20,0.26899340443509767,Low,Diane Weber,Heidi Williams,Thank you for your recent transaction. Your account balance is updated.
398.57,2023-01-03 16:32:59,0.07244688779455888,Low,Edward Carson,Hannah Moreno,Thank you for your recent transaction. Your account balance is updated.
246.11,2023-01-03 15:40:16,0.7798509888933498,Moderate,Theodore Kim,Connie Johnson,Magazine kitchen how particular activity form. Urgent action required!
575.2,2023-01-04 11:32:09,0.10279240449266569,Low,Anna Stewart,Sarah Foster,Thank you for your recent transaction. Your account balance is updated.
4709.13,2023-01-01 09:32:32,0.7758047357929561,Moderate,Gabrielle Fleming,Kimberly Terry,Image officer east pay feel city movement very. Urgent action required!
458.42,2023-01-05 11:25:21,0.8825334858196,Lowest,Whitney Johnson,Patrick Thornton,New try national identify. Urgent action required!
977.69,2023-01-02 17:49:14,0.32209470221933534,Low,Maria Archer,David Patton,Thank you for your recent transaction. Your account balance is updated.
175.81,2023-01-01 15:10:02,0.2001502442448101,Low,Andrew Hudson,Susan Summers,Thank you for your recent transaction. Your account balance is updated.
2994.14,2023-01-01 14:30:31,0.8962213026850383,Lowest,Susan Romero,Mary Evans,Until step accept. Urgent action required!
935.85,2023-01-07 09:27:19,0.29883588633731384,Low,Dakota Clay,Leah Munoz,Thank you for your recent transaction. Your account balance is updated.
816.68,2023-01-06 18:19:15,0.33945019254280606,Low,Dale Garcia,Justin Thomas,Thank you for your recent transaction. Your account balance is updated.
4095.62,2023-01-02 10:40:59,0.5475923761537362,Moderate,Ronald Haley,Nancy Ho,Item skill follow. Urgent action required!
454.07,2023-01-04 14:11:12,0.7315895217553319,Moderate,Michelle Williams,Justin Rodriguez,Pull rate candidate speak rich free fly exist. Urgent action required!
619.58,2023-01-03 14:45:35,0.4792789285762873,Low,Charles Barker,Raymond Parsons,Thank you for your recent transaction. Your account balance is updated.
4365.57,2023-01-05 14:31:50,0.7442790655949556,Moderate,Leslie Newman,Jo Davis,Traditional story another information can. Urgent action required!
30.65,2023-01-03 13:36:31,0.16167254414680265,Low,Ronald Parker,Kristie Yoder,Thank you for your recent transaction. Your account balance is updated.
2491.72,2023-01-04 17:50:34,0.5424786357193675,Moderate,Jimmy Martin,Michelle James,Interest write market beyond body difference week very. Urgent action required!
424.22,2023-01-01 14:11:48,0.22056112492232327,Low,Sharon Wilson,Christian Hill,Thank you for your recent transaction. Your account balance is updated.
3649.49,2023-01-05 15:19:36,0.8682725054083805,Lowest,Dana Casey,Justin Brady,Consumer feel industry Congress blood number. Urgent action required!
377.33,2023-01-04 15:49:48,0.3459349925469629,Low,Emily Hernandez,Stephanie Lin,Thank you for your recent transaction. Your account balance is updated.
2960.89,2023-01-02 12:33:35,0.513995867808725,Moderate,Whitney Bartlett,Mark Cruz,Magazine garden my team possible reason toward office. Urgent action required!
4508.47,2023-01-02 10:50:57,0.8734232380816606,Lowest,Kimberly Meyers,Jessica Miranda,Himself seek religious radio. Urgent action required!
1092.78,2023-01-05 09:39:20,0.912363345616691,Highest,Rachel Johnson,Tina Burns,Actually purpose realize country trial support. Urgent action required!
701.26,2023-01-07 11:47:29,0.733113022415281,Moderate,Annette Johnson,Ryan Mills,Better meeting happy community. Urgent action required!
245.17,2023-01-07 09:54:36,0.17968310887024197,Low,Isabel Gomez,Lauren Wood,Thank you for your recent transaction. Your account balance is updated.
2486.78,2023-01-04 15:38:24,0.8543850933695791,Lowest,Amy Harvey,Cynthia Chang,Certain loss certain defense newspaper. Urgent action required!
521.54,2023-01-06 18:24:56,0.6626212790083204,Moderate,Kelly Garcia,Harry Miller,Lot garden some subject mention light. Urgent action required!
859.41,2023-01-05 08:39:11,0.3990459461371111,Low,Christopher Chang,Ebony Williams,Thank you for your recent transaction. Your account balance is updated.
970.12,2023-01-03 17:02:53,0.13087366071834983,Low,Richard Martinez,Randy Rogers,Thank you for your recent transaction. Your account balance is updated.
524.58,2023-01-02 16:00:04,0.16975790508754074,Low,Jessica Garcia,Angela Brown,Thank you for your recent transaction. Your account balance is updated.
