transaction_amount,transaction_datetime,is_scam,recipient_name,sender_name,message
626.71,2023-01-06 16:08:03,0,Zachary Miller,Adrienne Adams,Thank you for your recent transaction. Your account balance is updated.
100.57,2023-01-01 15:02:58,0,James Perez,Jared Rios,Thank you for your recent transaction. Your account balance is updated.
889.86,2023-01-01 09:11:41,0,Becky Johnson,Joshua Horn,Thank you for your recent transaction. Your account balance is updated.
658.69,2023-01-05 09:23:59,0,Peggy Chen,Jackie Smith,Thank you for your recent transaction. Your account balance is updated.
267.16,2023-01-05 17:17:05,0,Amanda Livingston,Samantha Smith,Thank you for your recent transaction. Your account balance is updated.
591.87,2023-01-04 12:12:16,1,Stephen Johnson,Anna Weeks,Mean lead detail board hear. Urgent action required!
884.08,2023-01-05 10:57:02,0,Hannah Poole,Matthew Walker,Thank you for your recent transaction. Your account balance is updated.
681.24,2023-01-03 08:05:23,0,Rebekah Anderson,Adam Williams,Thank you for your recent transaction. Your account balance is updated.
661.87,2023-01-01 16:12:42,0,Jeremy Wells,Beth Hines,Thank you for your recent transaction. Your account balance is updated.
930.79,2023-01-04 13:59:06,0,Andre Howard,Monica Sullivan,Thank you for your recent transaction. Your account balance is updated.
961.7,2023-01-01 10:30:22,0,Nicole Stout,Brandon Glass,Thank you for your recent transaction. Your account balance is updated.
821.75,2023-01-06 14:30:17,0,Dana James,Jessica Fuller,Thank you for your recent transaction. Your account balance is updated.
833.81,2023-01-06 19:38:01,0,Amy Marshall,Rachel Thomas,Thank you for your recent transaction. Your account balance is updated.
620.76,2023-01-01 16:16:39,0,Chad Atkinson,Kara Garcia,Thank you for your recent transaction. Your account balance is updated.
637.67,2023-01-05 10:47:05,0,Kelly Tucker,Stephanie Davenport,Thank you for your recent transaction. Your account balance is updated.
28.24,2023-01-01 09:27:59,0,Amy Powers,Robert Olson,Thank you for your recent transaction. Your account balance is updated.
756.16,2023-01-07 11:19:31,0,Darius Monroe,Wanda Wilson,Thank you for your recent transaction. Your account balance is updated.
947.82,2023-01-07 08:11:21,0,Angelica Middleton,Heather Martinez,Thank you for your recent transaction. Your account balance is updated.
478.84,2023-01-07 17:55:58,0,David Holmes,Michael Torres,Thank you for your recent transaction. Your account balance is updated.
990.25,2023-01-05 11:58:34,0,Jeffrey Kaufman,Dustin Harrington,Thank you for your recent transaction. Your account balance is updated.
389.78,2023-01-05 08:05:46,0,Mary Mcmahon,Patrick Pham,Thank you for your recent transaction. Your account balance is updated.
772.7,2023-01-07 14:25:33,0,Julie Jefferson,Melissa Ruiz,Thank you for your recent transaction. Your account balance is updated.
997.15,2023-01-01 10:12:40,0,Cynthia Reese,James Turner,Thank you for your recent transaction. Your account balance is updated.
796.86,2023-01-05 11:31:01,0,Jonathan Obrien,Curtis Adams,Thank you for your recent transaction. Your account balance is updated.
237.75,2023-01-06 18:02:16,0,Danielle Fuller,Tanya Cline,Thank you for your recent transaction. Your account balance is updated.
204.95,2023-01-05 12:46:15,1,Samuel Davis,Zachary Montgomery,Upon church because Republican minute prove. Urgent action required!
964.88,2023-01-03 16:04:02,0,Brandon Walker,Christine Leach,Thank you for your recent transaction. Your account balance is updated.
327.54,2023-01-07 09:34:48,0,Jason Lee,James Donaldson,Thank you for your recent transaction. Your account balance is updated.
374.84,2023-01-04 15:59:45,0,Hannah Wells,Chelsea Johnson,Thank you for your recent transaction. Your account balance is updated.
100.25,2023-01-03 09:51:06,0,Thomas Banks,Jason Taylor,Thank you for your recent transaction. Your account balance is updated.
139.93,2023-01-06 15:59:57,0,Misty Lopez,Rachel Mayer,Thank you for your recent transaction. Your account balance is updated.
798.57,2023-01-01 14:16:43,0,Tyrone Benitez,Frank Clark,Thank you for your recent transaction. Your account balance is updated.
562.83,2023-01-01 13:53:52,0,Daniel Vaughn,Brenda Allison,Thank you for your recent transaction. Your account balance is updated.
799.58,2023-01-03 08:07:20,0,Charles Espinoza,Patricia Pierce,Thank you for your recent transaction. Your account balance is updated.
398.57,2023-01-03 16:32:59,0,Barbara Williams,Christine Horn,Thank you for your recent transaction. Your account balance is updated.
49.22,2023-01-03 15:40:16,0,Amanda Cooper,Shane Jimenez,Thank you for your recent transaction. Your account balance is updated.
575.2,2023-01-04 11:32:09,0,Kathleen Smith,Amanda Brown,Thank you for your recent transaction. Your account balance is updated.
941.83,2023-01-01 09:32:32,0,Charles Wheeler,Mark Holden,Thank you for your recent transaction. Your account balance is updated.
91.68,2023-01-05 11:25:21,0,Leslie Johnson,Andrew Stewart,Thank you for your recent transaction. Your account balance is updated.
977.69,2023-01-02 17:49:14,0,Kathryn Watkins,David Francis,Thank you for your recent transaction. Your account balance is updated.
175.81,2023-01-01 15:10:02,0,Christina Fitzgerald,Christina Clarke,Thank you for your recent transaction. Your account balance is updated.
598.83,2023-01-01 14:30:31,0,Michael Anderson,William Herman,Thank you for your recent transaction. Your account balance is updated.
935.85,2023-01-07 09:27:19,0,Dwayne Smith,Anthony Waller,Thank you for your recent transaction. Your account balance is updated.
816.68,2023-01-06 18:19:15,0,Chad Lowe,Patricia Mcconnell,Thank you for your recent transaction. Your account balance is updated.
819.12,2023-01-02 10:40:59,0,Jodi Pennington,Melinda Hughes,Thank you for your recent transaction. Your account balance is updated.
90.81,2023-01-04 14:11:12,0,Ricky Peterson,Mark Ingram,Thank you for your recent transaction. Your account balance is updated.
619.58,2023-01-03 14:45:35,0,Cynthia Keith,Patrick Bryant,Thank you for your recent transaction. Your account balance is updated.
873.11,2023-01-05 14:31:50,0,Jonathan Ramirez,Abigail Manning,Thank you for your recent transaction. Your account balance is updated.
30.65,2023-01-03 13:36:31,0,Robin Hansen,Riley Chen,Thank you for your recent transaction. Your account balance is updated.
498.34,2023-01-04 17:50:34,0,Alexandra Lindsey,Stephanie Gutierrez,Thank you for your recent transaction. Your account balance is updated.
424.22,2023-01-01 14:11:48,0,Richard Rhodes,Angel Rodriguez,Thank you for your recent transaction. Your account balance is updated.
729.9,2023-01-05 15:19:36,0,Jody Gonzales,Stephen Allen,Thank you for your recent transaction. Your account balance is updated.
377.33,2023-01-04 15:49:48,0,Bryan Molina,Micheal Dalton,Thank you for your recent transaction. Your account balance is updated.
592.18,2023-01-02 12:33:35,0,Kelly Nguyen,Laura Jones,Thank you for your recent transaction. Your account balance is updated.
901.69,2023-01-02 10:50:57,0,Gregory Flowers,Laura Nielsen,Thank you for your recent transaction. Your account balance is updated.
218.56,2023-01-05 09:39:20,0,Michaela White,Erin Wright,Thank you for your recent transaction. Your account balance is updated.
140.25,2023-01-07 11:47:29,0,Kari Walker,Carlos Howell,Thank you for your recent transaction. Your account balance is updated.
245.17,2023-01-07 09:54:36,0,John Valdez,Eric Fleming,Thank you for your recent transaction. Your account balance is updated.
497.36,2023-01-04 15:38:24,0,Michael King,John Patterson,Thank you for your recent transaction. Your account balance is updated.
104.31,2023-01-06 18:24:56,0,Amber Wells,Douglas Martinez,Thank you for your recent transaction. Your account balance is updated.
859.41,2023-01-05 08:39:11,0,Melissa Gibbs,Katelyn Martin,Thank you for your recent transaction. Your account balance is updated.
970.12,2023-01-03 17:02:53,0,Paul Bowman,Dave Harrington,Thank you for your recent transaction. Your account balance is updated.
524.58,2023-01-02 16:00:04,0,Marissa Anderson,Vincent Wong,Thank you for your recent transaction. Your account balance is updated.
620.97,2023-01-01 16:53:19,0,Paige Holden,Daniel Garcia,Thank you for your recent transaction. Your account balance is updated.
609.48,2023-01-06 12:11:36,0,Jeremy Russell,James Fisher,Thank you for your recent transaction. Your account balance is updated.
708.33,2023-01-04 13:43:58,0,Timothy Nelson,Gregory Johnson,Thank you for your recent transaction. Your account balance is updated.
277.05,2023-01-07 16:36:19,0,Amy Coleman,Kyle Berry,Thank you for your recent transaction. Your account balance is updated.
643.6,2023-01-06 13:36:52,0,Valerie Walters,Rebecca Stevens,Thank you for your recent transaction. Your account balance is updated.
112.28,2023-01-03 17:19:52,0,Cynthia Mejia,Patricia Lee,Thank you for your recent transaction. Your account balance is updated.
689.11,2023-01-02 16:49:28,0,Timothy Pineda,Connie Jackson,Thank you for your recent transaction. Your account balance is updated.
460.19,2023-01-03 09:22:43,0,Sean Stephens,Vanessa Perkins,Thank you for your recent transaction. Your account balance is updated.
134.48,2023-01-05 11:15:49,0,Alyssa Johnson,Heather Brandt,Thank you for your recent transaction. Your account balance is updated.
676.7,2023-01-07 12:00:54,0,Jessica Smith,Alyssa Wagner,Thank you for your recent transaction. Your account balance is updated.
449.31,2023-01-05 13:46:33,0,Courtney Wu,Hannah Byrd,Thank you for your recent transaction. Your account balance is updated.
978.84,2023-01-03 17:29:49,0,Kathryn Martin,Zachary Harris,Thank you for your recent transaction. Your account balance is updated.
832.57,2023-01-01 15:24:45,0,Connie Mason,Tracey Robbins,Thank you for your recent transaction. Your account balance is updated.
604.6,2023-01-06 12:47:04,0,John Miller,Garrett Frank,Thank you for your recent transaction. Your account balance is updated.
355.09,2023-01-07 09:05:08,0,Emily Martin,William Johnston,Thank you for your recent transaction. Your account balance is updated.
993.4,2023-01-06 16:52:12,0,Whitney Lawson,Mark Anderson,Thank you for your recent transaction. Your account balance is updated.
118.02,2023-01-07 13:45:03,0,Michael Alvarez,Emily Copeland,Thank you for your recent transaction. Your account balance is updated.
809.77,2023-01-07 16:22:18,0,Miguel Dunn,Thomas Herrera,Thank you for your recent transaction. Your account balance is updated.
381.92,2023-01-01 12:14:00,0,Angela Trujillo,Julie Wilson,Thank you for your recent transaction. Your account balance is updated.
402.21,2023-01-05 10:59:28,0,Michael Brown,Amanda Harper,Thank you for your recent transaction. Your account balance is updated.
245.17,2023-01-01 10:43:37,0,Sarah Lozano,Brandon Ward,Thank you for your recent transaction. Your account balance is updated.
607.41,2023-01-07 17:01:45,0,Sheri Norman,Justin Watkins,Thank you for your recent transaction. Your account balance is updated.
546.94,2023-01-07 09:05:27,0,Savannah Mack,Tony Lewis,Thank you for your recent transaction. Your account balance is updated.
347.84,2023-01-07 12:33:47,0,Mary Poole,Stephanie Rivera,Thank you for your recent transaction. Your account balance is updated.
538.27,2023-01-06 18:47:22,0,Heather Hinton,Brittany Campbell,Thank you for your recent transaction. Your account balance is updated.
720.94,2023-01-03 12:22:42,0,Aaron Stewart,Melissa Campbell,Thank you for your recent transaction. Your account balance is updated.
651.0,2023-01-04 16:35:10,0,Benjamin Sanchez,Steven Hess,Thank you for your recent transaction. Your account balance is updated.
205.18,2023-01-05 13:18:33,0,Jacob Robinson,Tracy Hoffman,Thank you for your recent transaction. Your account balance is updated.
621.18,2023-01-06 11:45:26,0,Renee Trujillo,Tiffany Marsh,Thank you for your recent transaction. Your account balance is updated.
536.94,2023-01-07 17:35:29,0,Luis Jacobs,Leslie Lee,Thank you for your recent transaction. Your account balance is updated.
279.9,2023-01-04 17:24:29,0,Michelle Proctor,Susan Schultz,Thank you for your recent transaction. Your account balance is updated.
684.31,2023-01-07 14:12:30,0,Donald King,Joseph Mora,Thank you for your recent transaction. Your account balance is updated.
115.81,2023-01-02 17:55:35,0,Stefanie Simon,Tyler Finley,Thank you for your recent transaction. Your account balance is updated.
96.17,2023-01-01 15:44:41,0,Mckenzie Houston,Richard Burke,Thank you for your recent transaction. Your account balance is updated.
12.56,2023-01-05 13:27:08,0,Steven Patterson,William Rodriguez,Thank you for your recent transaction. Your account balance is updated.
650.14,2023-01-02 16:41:07,0,Mallory Johnson,Kenneth Gross,Thank you for your recent transaction. Your account balance is updated.
561.07,2023-01-03 12:03:49,0,Phyllis Short,Robin Potter,Thank you for your recent transaction. Your account balance is updated.
852.66,2023-01-02 16:17:18,0,Joel Mcintosh,Jenny Bentley,Thank you for your recent transaction. Your account balance is updated.
457.25,2023-01-02 12:46:48,0,Steven Ochoa,Tanya Henson,Thank you for your recent transaction. Your account balance is updated.
864.17,2023-01-06 12:16:21,0,Madison Doyle,Courtney Rush,Thank you for your recent transaction. Your account balance is updated.
645.55,2023-01-07 14:31:10,0,Kimberly Waters,John Martin,Thank you for your recent transaction. Your account balance is updated.
397.0,2023-01-05 16:24:01,0,Jade Perkins,Dennis Spencer,Thank you for your recent transaction. Your account balance is updated.
601.08,2023-01-02 10:41:53,0,Daniel Rivera,Beth Brown,Thank you for your recent transaction. Your account balance is updated.
727.27,2023-01-03 14:23:59,0,Mark Bradley,Elizabeth Williams,Thank you for your recent transaction. Your account balance is updated.
